Song name,YouTube URL - Original Song,YouTube URL - Cover Song 1,YouTube URL - Cover Song 2,YouTube URL - Cover Song 3,YouTube URL - Cover Song 4,YouTube URL - Cover Song 5,YouTube URL - Cover Song 6,YouTube URL - Cover Song 7,YouTube URL - Cover Song 8,YouTube URL - Cover Song 9,YouTube URL - Cover Song 10
route 66,https://www.youtube.com/watch?v=dCYApJtsyd0,https://www.youtube.com/watch?v=AqhQSfFtOVE,https://www.youtube.com/watch?v=kLUYf6cekMA,https://www.youtube.com/watch?v=AwPV3qJegEE,,,,,,,
ruby tuesday,https://www.youtube.com/watch?v=ADtnUC_ctNk,https://www.youtube.com/watch?v=iS_WTDYU8Qw,,,,,,,,,
rythm is a dancer,https://www.youtube.com/watch?v=JYIaWeVL1JM,https://www.youtube.com/watch?v=jHdbmEGyyNg,https://www.youtube.com/watch?v=dsKVEgSl_5U,,,,,,,,
satisfaction,https://www.youtube.com/watch?v=nrIPxlFzDi0,https://www.youtube.com/watch?v=jadvt7CbH1o,,,,,,,,,
Scarborough Fair,https://youtu.be/-Jj4s9I-53g,https://youtu.be/sVuE8qURGoU,https://youtu.be/ADtoRm5ELZw,https://youtu.be/SPIefnvgEic,,,,,,,
sealed with a kiss,https://www.youtube.com/watch?v=qsvTtp-n_a0,https://www.youtube.com/watch?v=y-Qf2c1xr2I,,,,,,,,,
sexyback,https://www.youtube.com/watch?v=gfWQ1r6IQrY,https://www.youtube.com/watch?v=DawqgMQT46Q,,,,,,,,,
shadow play,https://www.youtube.com/watch?v=m04dNK-e7pQ,https://www.youtube.com/watch?v=yPt3-lB5Lsc,,,,,,,,,
shake it out,https://www.youtube.com/watch?v=WbN0nX61rIs&list=PLihZ0w3tYuc8YPiBppyq7mi6ysGLvIcPH&index=12&ab_channel=FlorenceMachineVEVO,https://www.youtube.com/watch?v=oUVFWFfD4K8&ab_channel=ElineBrun,https://www.youtube.com/watch?v=vQMMLWsw8Jo&ab_channel=SawiStudio,https://www.youtube.com/watch?v=VXRvl9Q7yQw&ab_channel=JosephAndre,,,,,,,
sign o' the times,https://www.youtube.com/watch?v=8EdxM72EZ94,https://www.youtube.com/watch?v=OZOrIHeEN3s,,,,,,,,,
Smooth Criminal - Michael Jackson,https://www.youtube.com/watch?v=RCmuTH6T7fk,https://www.youtube.com/watch?v=NPgU30c6x4Y,https://www.youtube.com/watch?v=lf9wuY3Davk,,,,,,,,
somebody to love,https://www.youtube.com/watch?v=kijpcUv-b8M&ab_channel=QueenOfficial,https://www.youtube.com/watch?v=BtuwsjeN7Pk&ab_channel=EliaEsparza,https://www.youtube.com/watch?v=2QOWwIUJods&ab_channel=JaredHalley,https://www.youtube.com/watch?v=L3eRHmFV8aM&ab_channel=MarcMartel,,,,,,,
something's gotten hold of my heart,https://www.youtube.com/watch?v=AqPfqb34m60,https://www.youtube.com/watch?v=ZTo1xaUcfI0,https://www.youtube.com/watch?v=Ve5QRP3jVjc,,,,,,,,
son of a preacher man,https://www.youtube.com/watch?v=DjydOI4MEIw,https://www.youtube.com/watch?v=U0UoAFlovzI,,,,,,,,,
stairway to heaven,https://www.youtube.com/watch?v=QkF3oxziUI4,https://www.youtube.com/watch?v=aCkISHgM4is,https://www.youtube.com/watch?v=YhTvxVxXJLQ,,,,,,,,
Stand by me - Ben E King,https://www.youtube.com/watch?v=hwZNL7QVJjE,https://www.youtube.com/watch?v=IatStctYBPw,https://www.youtube.com/watch?v=T2bcUxUOUQg,,,,,,,,
Still Woozy - Goodie Bag,https://www.youtube.com/watch?v=YMhJOI6tZAk,https://www.youtube.com/watch?v=DqHr0xIkVlc,https://www.youtube.com/watch?v=t-xpPkGCGEE,https://www.youtube.com/watch?v=z6q1V36bnZ8,,,,,,,
Stuck on you,https://www.youtube.com/watch?v=PozM4bs-g7s,https://www.youtube.com/watch?v=l9NwXLRVM0s,https://www.youtube.com/watch?v=TdE_pMPJTAk,,,,,,,,
Sufjan Stevens - Casimir Pulaski Day,https://www.youtube.com/watch?v=TfEkDqP34xo,https://www.youtube.com/watch?v=FHGzDS3otT4,https://www.youtube.com/watch?v=ZKsCY6ztsKo,https://www.youtube.com/watch?v=QJaumb0sg4I,,,,,,,
Summer of 69,https://www.youtube.com/watch?v=eFjjO_lhf9c,https://www.youtube.com/watch?v=SFIw9nNRPG4,https://www.youtube.com/watch?v=yewT_loG9eY,,,,,,,,
Summer Wine,https://www.youtube.com/watch?v=79CR6prA-jI,https://www.youtube.com/watch?v=KIvz5zYXCoI,https://www.youtube.com/watch?v=1OEron4rXfk,,,,,,,,
Superstition,https://youtu.be/0CFuCYNx-1g,https://youtu.be/kvtC41Sj3yQ,https://youtu.be/uS3XJQA6voE,https://youtu.be/zq7fwDyi_d0,,,,,,,
suspicious minds,https://www.youtube.com/watch?v=RxOBOhRECoo,https://www.youtube.com/watch?v=RTbKhkceR00,https://www.youtube.com/watch?v=13iMsGNUHFo,,,,,,,,
sweet dreams,https://www.youtube.com/watch?v=qeMFqkcPYcg,https://www.youtube.com/watch?v=QUvVdTlA23w,,,,,,,,,
symphony for the devil,https://www.youtube.com/watch?v=GgnClrx8N2k,https://www.youtube.com/watch?v=YuIzurUfZoE,https://www.youtube.com/watch?v=Bt4Xx3vX3Lg,https://www.youtube.com/watch?v=W7muCRio2nQ,,,,,,,
tainted love,https://youtu.be/XZVpR3Pk-r8,https://youtu.be/HZ8V7HpkAtk,https://youtu.be/1ybaiCgOFUQ,https://youtu.be/_zzHySUhrjo,,,,,,,
Tame Impala - The Less I Know The Better,https://www.youtube.com/watch?v=2SUwOgmvzK4,https://www.youtube.com/watch?v=iDRleTr0IZg,https://www.youtube.com/watch?v=2fJGJdjWxGE,,,,,,,,
Tears dry on their own,https://www.youtube.com/watch?v=ojdbDYahiCQ,https://www.youtube.com/watch?v=qRBGGj1qT9U,https://www.youtube.com/watch?v=dfynAiLuWSE,,,,,,,,
The Black Keys - Little Black Submarines,https://www.youtube.com/watch?v=6k8es2BNloE,https://www.youtube.com/watch?v=so_vMXBaj58,https://www.youtube.com/watch?v=Vf4grqMplJU,https://www.youtube.com/watch?v=hdY2F3igXcE,,,,,,,
the boys of summer,https://www.youtube.com/watch?v=Qt6Lkgs0kiU,https://www.youtube.com/watch?v=Kv0noMoJKPE,https://www.youtube.com/watch?v=GbbQVH5GbLw,https://www.youtube.com/watch?v=DuzEZcMqKT4,,,,,,,
the days of pearly spencer,https://www.youtube.com/watch?v=4NlGAVdkqKA,https://www.youtube.com/watch?v=jmBsEUTyub8,https://www.youtube.com/watch?v=4VDS8uArR0A,,,,,,,,
the dock of the bay,https://www.youtube.com/watch?v=rTVjnBo96Ug,https://www.youtube.com/watch?v=rpjU_LfXcPA,,,,,,,,,
the impossible dream,https://www.youtube.com/watch?v=xoN7_lR1MOw,https://www.youtube.com/watch?v=SBNwmPiMZbQ,https://www.youtube.com/watch?v=-Mp6F0u-cw0,,,,,,,,
The Kooks - Naive,https://www.youtube.com/watch?v=jkaMiaRLgvY,https://www.youtube.com/watch?v=DAKDmLT0iwY,https://www.youtube.com/watch?v=7h3HZQg2W6E,https://www.youtube.com/watch?v=xQdXIkoQH9c,,,,,,,
The Lunatics have taken over the asylum,https://youtu.be/THjBJk8R2MY,https://youtu.be/nTVTtakCgmM,,,,,,,,,
The man who sold the world,https://www.youtube.com/watch?v=u3MX-rUtS6M,https://www.youtube.com/watch?v=fregObNcHC8,https://www.youtube.com/watch?v=iz3tmYDl6XI,,,,,,,,
the passenger,https://www.youtube.com/watch?v=-fWw7FE9tTo,https://www.youtube.com/watch?v=009w4JVEPvI,,,,,,,,,
the scientist,https://www.youtube.com/watch?v=RB-RcX5DS5A&list=PLihZ0w3tYuc8YPiBppyq7mi6ysGLvIcPH&index=10&ab_channel=Coldplay,https://www.youtube.com/watch?v=TalgHWd550w&ab_channel=gootmusic,https://www.youtube.com/watch?v=9GZc8r-JNBA&ab_channel=BoyceAvenue,https://www.youtube.com/watch?v=WEAAV-FAMlw&ab_channel=KinaGrannis,,,,,,,
the show must go on,https://www.youtube.com/watch?v=t99KH0TR-J4&ab_channel=QueenOfficial,https://www.youtube.com/watch?v=0enEhN74lE4&ab_channel=TommyJohansson,https://www.youtube.com/watch?v=bXTwyn0TBkM&ab_channel=KenTamplinVocalAcademy,,,,,,,,
The Sound Of Silence - Simon & Garfunkel,https://www.youtube.com/watch?v=nkUOACGtGfA,https://www.youtube.com/watch?v=GJEA0RlVUsI,https://www.youtube.com/watch?v=gdVjVtpr55M,,,,,,,,
the winner takes it all,https://www.youtube.com/watch?v=92cwKCU8Z5c,https://www.youtube.com/watch?v=bXsXS6_FJLU,,,,,,,,,
these boots are made from walking,https://www.youtube.com/watch?v=SbyAZQ45uww,https://www.youtube.com/watch?v=DPtfsk4ETjM,,,,,,,,,
thunderstruck,https://www.youtube.com/watch?v=v2AC41dglnM,https://www.youtube.com/watch?v=URMeXj4h0Hg,https://www.youtube.com/watch?v=e4Ao-iNPPUc,,,,,,,,
time of the season,https://www.youtube.com/watch?v=qzpPy9hJYA8,https://www.youtube.com/watch?v=oBGrsTk081A,,,,,,,,,
toxic,https://www.youtube.com/watch?v=tVdr_JWmnsA,https://www.youtube.com/watch?v=G1mDMlGZi1M,https://www.youtube.com/watch?v=xHfW-wLwttM,,,,,,,,
Trouble so hard,https://youtu.be/r9SENzRLk_M,https://youtu.be/0ghV1h15ato,https://youtu.be/SVB-9ySa3hE,,,,,,,,
true faith,https://www.youtube.com/watch?v=17CwZmI8mUQ,https://www.youtube.com/watch?v=HUOzEhij-TQ,https://www.youtube.com/watch?v=girKHerKXUg,,,,,,,,
under pressure,https://www.youtube.com/watch?v=YoDh_gHDvkk,https://www.youtube.com/watch?v=ksba_WnMpuo,,,,,,,,,
unfinished symphony,https://www.youtube.com/watch?v=ZWmrfgj0MZI,https://www.youtube.com/watch?v=gXePv_8ipqk,,,,,,,,,
Valerie - Zuttons,https://youtu.be/Cg7tDbiUz-Y,https://youtu.be/L3xpmfJp0Xc,https://youtu.be/AB8S6JNXpps,https://youtu.be/46-F71VPBd0,https://youtu.be/vfTHe64HQB0,,,,,,
venus,https://www.youtube.com/watch?v=aPEhQugz-Ew,https://www.youtube.com/watch?v=d4-1ASpdT1Y,,,,,,,,,
voulez vouz,https://www.youtube.com/watch?v=za05HBtGsgU,https://www.youtube.com/watch?v=fKpq376-A00,https://www.youtube.com/watch?v=WblFcLctZQE,,,,,,,,
walk of life,https://www.youtube.com/watch?v=EP54u6omVQ8,https://www.youtube.com/watch?v=W6YXKk2McUE,https://www.youtube.com/watch?v=amUW-YVcHE8,,,,,,,,
we will rock you,https://www.youtube.com/watch?v=-tJYN-eG1zk,https://www.youtube.com/watch?v=6yaUPEzFswA,,,,,,,,,
welcome to the jungle,https://www.youtube.com/watch?v=o1tj2zJ2Wvg,https://www.youtube.com/watch?v=kjt-aYQO5zA,,,,,,,,,
what a wonderful world,https://www.youtube.com/watch?v=A3yCcXgbKrE,https://www.youtube.com/watch?v=OtsXjHk2ZsI,https://www.youtube.com/watch?v=YSc_zH7r65U,,,,,,,,
where did our love go,https://www.youtube.com/watch?v=qTBmgAOO0Nw,https://www.youtube.com/watch?v=3C6Ta9hCwEM,,,,,,,,,
Which side are you on?,https://youtu.be/9XEnTxlBuGo,https://youtu.be/HcaPvCLue7g,,,,,,,,,
While My Guitar Gently Weeps,https://youtu.be/YFDg-pgE0Hk,https://youtu.be/660a3z7r2_4,https://youtu.be/_zagM1Memfw,https://youtu.be/u7mR0Yk0VTs,,,,,,,
White horse,https://youtu.be/nwATF5dnfq4,https://youtu.be/DqwEUak4WBY,,,,,,,,,
White room,https://youtu.be/xGxhECBbw08,https://youtu.be/2Y5hTkZYy1I,https://youtu.be/2ajvAD-xGh8,https://youtu.be/R0HUOfpQI_g,,,,,,,
wicked game,https://www.youtube.com/watch?v=jd-qI62gNJM,https://www.youtube.com/watch?v=8-2hUmoaPfU,https://www.youtube.com/watch?v=0C-dNgypA5M,https://www.youtube.com/watch?v=Wo80bXyEbkE,,,,,,,
wildest moments,https://www.youtube.com/watch?v=MjdR3T4y10o&ab_channel=talento1997,https://www.youtube.com/watch?v=C1ly44rWjV4&ab_channel=JoshKumraTV,https://www.youtube.com/watch?v=Tlnr95tF3gU&ab_channel=AmberTaylorMusic,,,,,,,,
wish you were here,https://youtu.be/kBbInDVQOBc,https://youtu.be/GrvBYMTscmE,https://youtu.be/ivFPm904of4,https://youtu.be/xFlOldbtr7A,https://youtu.be/IXdNnw99-Ic,,,,,,
With or without you,https://www.youtube.com/watch?v=EzeDqRhM09w&ab_channel=killingloneleyness01,https://www.youtube.com/watch?v=cGqN9PpW5Ic&ab_channel=BoyceAvenue,https://www.youtube.com/watch?v=5UAhoDkG7sE&ab_channel=IroKleitouOfficial,,,,,,,,
Wu-Tang Clan - C.R.E.A.M.,https://www.youtube.com/watch?v=PBwAxmrE194&ab_channel=WuTangClanVEVO,https://www.youtube.com/watch?v=VI1lpDKQe30&ab_channel=CaryKanno,,,,,,,,,
you can't hurry love,https://www.youtube.com/watch?v=fQ7uXX9K7Sk,https://www.youtube.com/watch?v=C9IwBJYTwQ0,,,,,,,,,
You keep me hanging on,https://www.youtube.com/watch?v=A9MwPMHEjNM,https://www.youtube.com/watch?v=xJZF-skCY-M,,,,,,,,,
You want it darker,https://youtu.be/v0nmHymgM7Y,https://youtu.be/8eLL_17nX4E,https://youtu.be/iUmP440yXLc,https://youtu.be/nQKMDZ9Z8yk,,,,,,,
young americans,https://www.youtube.com/watch?v=iO6OvHxD_m8,https://www.youtube.com/watch?v=xJnaw5p1VXA,,,,,,,,,
